year,parent_entity,parent_type,reporting_entity,commodity,production_value,production_unit,product_emissions_MtCO2,flaring_emissions_MtCO2,venting_emissions_MtCO2,own_fuel_use_emissions_MtCO2,fugitive_methane_emissions_MtCO2e,fugitive_methane_emissions_MtCH4,total_operational_emissions_MtCO2e,total_emissions_MtCO2e,source
1980,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1115.805,Bcf/yr,59.621645418750006,0.1034771814095474,1.7012276344261226,3.414196917214432,16.490914865896965,0.5889612452106058,21.709816598947068,81.33146201769709,"Standard Oil (Indiana) (1980) Annual Report, p. 47."
1981,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1130.04,Bcf/yr,60.38227485,0.1047973024677654,1.7229312254443163,3.457753894568492,16.701299452017338,0.5964749804291906,21.98678187449791,82.36905672449791,Amoco (1986) AnnRpt 1985.
1982,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1017.985,Bcf/yr,54.39475599375,0.0944055802915367,1.5520850089677642,3.114882303601914,15.045195145890297,0.5373283980675106,19.80656803875151,74.20132403250152,Amoco (1986) AnnRpt 1985.
1983,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,959.95,Bcf/yr,51.2937283125,0.0890235482849557,1.4636011378935891,2.9373038574661288,14.187473371707236,0.5066954775609726,18.677401915351908,69.97113022785192,Amoco (1986) AnnRpt 1985.
1984,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1020.905,Bcf/yr,54.55078254375,0.0946763743547609,1.556537027638163,3.1238170681873623,15.088350958427808,0.5388696770867074,19.863381428608093,74.4141639723581,Amoco (1986) AnnRpt 1985.
1985,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1043.17,Bcf/yr,55.7404849875,0.0967411790868454,1.5904836699999536,3.1919446481514053,15.41741402902634,0.5506219296080836,20.296583526264545,76.03706851376454,Oil & Gas Journal (various)
1986,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1004.0,Bcf/yr,53.647485,0.09310864365654,1.530762583931625,3.07209028896921,14.83850540673375,0.5299466216690625,19.534466923291124,73.18195192329112,Oil & Gas Journal (various)
1987,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1022.0,Bcf/yr,54.6092925,0.09477792212847,1.5582065346395626,3.1271676049069046,15.104534388129377,0.5394476567189062,19.884686449804313,74.49397894980432,Oil & Gas Journal (various)
1988,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1066.0,Bcf/yr,56.9603775,0.09885838061541,1.6252917474811874,3.2618010438657152,15.754827453763124,0.5626724090629687,20.74077862572544,77.70115612572542,Oil & Gas Journal (various)
1989,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1278.0,Bcf/yr,68.2883325,0.11851877150703,1.9485205002635624,3.910489431576345,18.88805767908937,0.6745734885389062,24.865586382436312,93.15391888243632,Oil & Gas Journal (various)
1990,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1236.0,Bcf/yr,66.044115,0.11462378840586,1.8844846152783752,3.7819756943883904,18.267323389166247,0.6524044067559375,24.048407487238876,90.0925224872389,Oil & Gas Journal (various)
1991,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1325.0,Bcf/yr,70.79971875,0.1228774430726249,2.020179704889844,4.054302423191436,19.58268890828906,0.6993817467246092,25.780048479442964,96.57976722944296,Oil & Gas Journal (various)
1992,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1414.0,Bcf/yr,75.5553225,0.13113109773939,2.1558747945013126,4.326629151994485,20.898054427411875,0.7463590866932812,27.511689471647063,103.06701197164706,Oil & Gas Journal (various)
1993,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1487.0,Bcf/yr,79.45598625000001,0.137900949319995,2.267175261261281,4.549998266630693,21.976949740849687,0.7848910621732031,28.932024218061656,108.38801046806168,Oil & Gas Journal (various)
1994,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1505.0,Bcf/yr,80.41779375,0.139570227791925,2.2946192119692186,4.605075582568388,22.24297872224531,0.7943920972230467,29.28224374457484,109.70003749457484,Oil & Gas Journal (various)
1995,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1537.0,Bcf/yr,82.12767375,0.142537833964245,2.3434084576722185,4.702990810902068,22.715919133615312,0.8112828262005468,29.904856236153844,112.03252998615385,Oil & Gas Journal (various)
1996,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1577.0,Bcf/yr,84.26502375,0.1462473416796449,2.4043950148009685,4.825384846319167,23.307094647827807,0.8323962374224217,30.683121850627593,114.94814560062758,Oil & Gas Journal (various)
1997,BP,Investor-owned Company,Standard Oil of Indiana,Natural Gas,1498.0,Bcf/yr,80.0437575,0.1389210639417299,2.2839465644716874,4.583656626370395,22.139523007258123,0.7906972502592186,29.146047262041932,109.18980476204192,Oil & Gas Journal (various)
1960,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,37.315775,Bcf/yr,1.9939217924062504,0.0034605788817157,0.056894016096027,0.1141807071741633,0.5515043118465739,0.019696582565949,0.72603961399848,2.7199614064047304,"Standard Oil Company (Ohio) Annual Report 1969, pp. 30-31."
1961,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,38.165495,Bcf/yr,2.03932551845625,0.003539379954114,0.058189553529113,0.1167807236685288,0.56406265329499,0.0201450947605353,0.7425723104467458,2.7818978289029963,"Standard Oil Company (Ohio) Annual Report 1969, pp. 30-31."
1962,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,36.81901,Bcf/yr,1.9673777755875,0.0034145100417097,0.0561366164197254,0.1126606803490639,0.5441624292386295,0.0194343724728081,0.7163742360491286,2.6837520116366287,"Standard Oil Company (Ohio) Annual Report 1969, pp. 30-31."
1963,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,36.079885,Bcf/yr,1.9278835551187496,0.0033459652944561,0.0550096991937807,0.1103990680633723,0.5332386141900716,0.0190442362210739,0.7019933467416808,2.6298769018604307,"Standard Oil Company (Ohio) Annual Report 1969, pp. 30-31."
1964,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,38.8214,Bcf/yr,2.07437298225,0.0036002070705657,0.0591895882229513,0.1187876951635351,0.5737565276862286,0.0204913045602224,0.7553340181432808,2.82970700039328,"Standard Oil Company (Ohio) Annual Report 1969, pp. 30-31."
1965,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,68.175065,Bcf/yr,3.64284937944375,0.0063223982403849,0.1039440624094686,0.2086055330043273,1.0075857276961404,0.0359852045605764,1.3264577213503213,4.969307100794072,"Standard Oil Company (Ohio) Annual Report 1969, pp. 30-31."
1966,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,65.14155,Bcf/yr,3.4807572973125,0.0060410770579528,0.0993189715132581,0.1993234294456197,0.962752232946232,0.0343840083195082,1.2674357109630627,4.748193008275563,"Standard Oil Company (Ohio) Annual Report 1969, pp. 30-31."
1967,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,69.44526499999999,Bcf/yr,3.7107209286937497,0.0064401936578874,0.105880690531092,0.2124921555989973,1.026358506149958,0.036655660933927,1.3511715459379348,5.061892474631684,"Standard Oil Company (Ohio) Annual Report 1969, pp. 30-31."
1968,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,74.12711999999999,Bcf/yr,3.9608899983,0.0068743780890095,0.1130189459667426,0.2268179337661905,1.0955534570772922,0.0391269091813318,1.4422647148992347,5.4031547131992355,"Standard Oil Company (Ohio) Annual Report 1969, pp. 30-31."
1969,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,75.25716,Bcf/yr,4.02127227315,0.0069791753914773,0.1147418771921869,0.230275687660759,1.1122547565293095,0.039723384161761,1.464251496773733,5.4855237699237325,"Standard Oil Company (Ohio) Annual Report 1969, pp. 30-31."
1970,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,75.334175,Bcf/yr,4.0253874734062505,0.0069863175848948,0.1148592991846187,0.2305113420767002,1.113392991084987,0.0397640353958923,1.4657499499312003,5.4911374233374515,"Standard Oil Company (Ohio) Annual Report 1979, Operating Statistics."
1971,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,73.33798999999999,Bcf/yr,3.9187238231625,0.0068011959934232,0.1118157879210673,0.2244033136369731,1.0838905987390297,0.0387103785263939,1.4269108962904933,5.345634719452992,"Standard Oil Company (Ohio) Annual Report 1979, Operating Statistics."
1972,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,53.05348,Bcf/yr,2.83484638695,0.0049200573347204,0.0808887272224749,0.1623357377530102,0.7840979579940647,0.028003498499788,1.0322424803042702,3.8670888672542714,"Standard Oil Company (Ohio) Annual Report 1979, Operating Statistics."
1973,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,40.191245,Bcf/yr,2.1475689375187503,0.0037272433354757,0.0612781414817022,0.1229792165996836,0.5940019982428894,0.0212143570801031,0.7819865996597509,2.929555537178501,"Standard Oil Company (Ohio) Annual Report 1979, Operating Statistics."
1974,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,40.30111,Bcf/yr,2.1534394364625,0.0037374319621046,0.0614456486841759,0.123315387117211,0.5956257356896132,0.0212723477032004,0.7841242034531049,2.937563639915605,"Standard Oil Company (Ohio) Annual Report 1979, Operating Statistics."
1975,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,32.685385000000004,Bcf/yr,1.7465026907437502,0.0030311671959579,0.0498342274894422,0.1000124042327887,0.4830699821152134,0.0172524993612576,0.6359477810334023,2.3824504717771524,"Standard Oil Company (Ohio) Annual Report 1979, Operating Statistics."
1976,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,28.969685,Bcf/yr,1.54795890586875,0.0026865817505051,0.0441690337313597,0.0886429162978057,0.4281542106612286,0.0152912218093295,0.5636527424408994,2.111611648309649,"Standard Oil Company (Ohio) Annual Report 1979, Operating Statistics."
1977,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,31.370655,Bcf/yr,1.67625173660625,0.0029092421689912,0.0478297060830951,0.0959895264781906,0.4636390775201983,0.0165585384828642,0.6103675522504755,2.2866192888567256,"Standard Oil Company (Ohio) Annual Report 1979, Operating Statistics."
1978,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,30.36654,Bcf/yr,1.622598106725,0.0028161228605,0.0462987681628117,0.0929170843063696,0.4487988724838612,0.0160285311601379,0.5908308478135427,2.2134289545385433,"Standard Oil Company (Ohio) Annual Report 1979, Operating Statistics."
1979,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,29.405495,Bcf/yr,1.57124586845625,0.0027269977644414,0.0448334975179168,0.0899764299121839,0.4345952156824524,0.0155212577029447,0.5721321408769945,2.1433780093332446,"Standard Oil Company (Ohio) Annual Report 1979, Operating Statistics."
1980,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,24.455,Bcf/yr,1.30672235625,0.0022679002795026,0.0372856563645895,0.0748286534031295,0.3614299300016672,0.0129082117857738,0.4758121400488889,1.782534496298889,O&GJ400
1981,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,26.645,Bcf/yr,1.42374226875,0.0024709958269208,0.0406246703673885,0.0815297268422157,0.3937967894048015,0.0140641710501714,0.5184221824413267,1.9421644511913267,O&GJ401
1982,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,27.375,Bcf/yr,1.46274890625,0.0025386943427268,0.0417376750349882,0.0837634179885778,0.4045857425391797,0.0144494908049707,0.5326255299054726,1.9953744361554728,O&GJ402
1983,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,29.565,Bcf/yr,1.57976881875,0.002741789890145,0.0450766890377873,0.090464491427664,0.436952601942314,0.0156054500693683,0.5752355722979103,2.1550043910479104,O&GJ403
1984,BP,Investor-owned Company,Standard Oil of Ohio,Natural Gas,26.28,Bcf/yr,1.40423895,0.0024371465690178,0.0400681680335887,0.0804128812690347,0.3884023128376125,0.0138715111727718,0.5113205087092537,1.915559458709254,O&GJ404
1989,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,3.78,Bcf/yr,0.201979575,0.0003505484791053,0.0057632296486668,0.0115662363469159,0.0558660860930812,0.0019952173604671,0.0735461005677693,0.2755256755677693,"www.cnrl.com, history"
1990,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,20.364,Bcf/yr,1.088124885,0.0018885103779101,0.0310482562342466,0.0623108034308456,0.3009674542855837,0.0107488376530565,0.3962150243285861,1.4843399093285865,No source as data is interpolated
1991,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,36.948,Bcf/yr,1.974270195,0.0034264722767149,0.0563332828198263,0.1130553705147752,0.5460688224780863,0.0195024579456459,0.7188839480894029,2.6931541430894037,No source as data is interpolated
1992,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,53.532,Bcf/yr,2.860415505,0.0049644341755198,0.0816183094054061,0.1637999375987049,0.7911701906705887,0.0282560782382353,1.0415528718502196,3.901968376850219,No source as data is interpolated
1993,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,70.116,Bcf/yr,3.746560815,0.0065023960743246,0.1069033359909858,0.2145445046826345,1.0362715588630913,0.0370096985308246,1.3642217956110363,5.110782610611036,No source as data is interpolated
1994,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,86.7,Bcf/yr,4.632706125,0.0080403579731295,0.1321883625765656,0.2652890717665642,1.2813729270555938,0.045763318823414,1.6868907193718532,6.319596844371853,"Oil & Gas Journal, various years, OGJ100."
1995,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,111.2,Bcf/yr,5.941833000000001,0.010312431448812,0.169542628817925,0.340255418459538,1.6434679295107502,0.0586952831968125,2.163578408237025,8.105411408237025,"Oil & Gas Journal, various years, OGJ100."
1996,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,182.7,Bcf/yr,9.762346125,0.0169431764900895,0.2785560996855656,0.5590347567676043,2.700194161165594,0.096435505755914,3.5547281941088533,13.317074319108857,"Oil & Gas Journal, various years, OGJ100."
1997,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,228.3,Bcf/yr,12.198925125,0.0211720152856455,0.3480807748123406,0.6985639571430983,3.374134247367844,0.1205047945488515,4.441950994608928,16.64087611960893,"Oil & Gas Journal, various years, OGJ100."
1998,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,245.5,Bcf/yr,13.117985625,0.0227671036032675,0.3743049943777031,0.7511933923724513,3.628339718479219,0.1295835613742578,4.776605208832641,17.89459083383264,"Oil & Gas Journal, various years, OGJ100."
1999,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,263.2,Bcf/yr,14.063763,0.024408560767332,0.401291545907175,0.805352753044518,3.8899348835182495,0.1389262458399375,5.120987743237275,19.184750743237277,"Oil & Gas Journal, various years, OGJ100."
2000,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,289.81,Bcf/yr,15.4856350875,0.0268763107750018,0.4418628530370759,0.8867753851057438,4.283214394348116,0.1529719426552898,5.638728943265938,21.12436403076594,"Energy Intelligence (2003) Top 100: Ranking the World's Oil Companies, p. 118."
2001,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,335.07,Bcf/yr,17.9040466125,0.0310736187549769,0.5108691424282565,1.0252642361801925,4.952129488679559,0.1768617674528413,6.5193364860429845,24.423383098542985,"CNR Annual Report for 2004, p. 8."
2002,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,449.68,Bcf/yr,24.0280887,0.0417022857365268,0.6856108752414075,1.3759537461590383,6.6459951307769245,0.2373569689563187,8.749262037913898,32.7773507379139,"CNR Annual Report for 2004, p. 8."
2003,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,474.135,Bcf/yr,25.33481105625,0.0439701860160294,0.722896531605997,1.4507823995621678,7.007425060778592,0.2502651807420925,9.225074177962785,34.559885234212786,"CNR Annual Report for 2004, p. 8."
2004,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,506.62,Bcf/yr,27.070606425,0.0469827699693987,0.7724252393141832,1.55018165557528,7.487533475258419,0.2674119098306578,9.857123140117281,36.92772956511728,"CNR Annual Report for 2004, p. 8."
2005,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,525.235,Bcf/yr,28.06527568125,0.0487090821224529,0.8008068583379752,1.607140779807513,7.76265178018506,0.2772375635780378,10.219308500453,38.284584181703,"Canadian Natural Annual report 2010, page 95."
2006,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,544.58,Bcf/yr,29.098951575000005,0.0505030927913133,0.8303014820293669,1.6663335951861082,8.048559038246083,0.2874485370802172,10.595697208252872,39.69464878325287,"Canadian Natural Annual report 2010, page 95."
2007,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,608.8199999999999,Bcf/yr,32.531535675,0.0564605621822457,0.9282458927781394,1.8628984160659705,8.997986914071356,0.3213566755025484,11.845591785097712,44.3771274600977,"Canadian Natural Annual report 2010, page 95."
2008,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,545.675,Bcf/yr,29.15746153125,0.0506046405650223,0.8319709890307664,1.669684131905651,8.064742467947648,0.288026516712416,10.617002229449088,39.774463760699085,"Canadian Natural Annual report 2010, page 95."
2009,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,479.975,Bcf/yr,25.64686415625,0.0445117741424778,0.7318005689467946,1.4686519287330644,7.093736685853616,0.2533477387804863,9.338700957675952,34.98556511392596,"Canadian Natural Annual report 2010, page 95."
2010,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,453.695,Bcf/yr,24.24262520625,0.04207462757346,0.6917324009132058,1.3882390474640296,6.705334373016004,0.2394762276077144,8.8273804489667,33.070005655216704,"Canadian Natural Annual report 2010, page 95."
2011,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,441.285,Bcf/yr,23.57951236875,0.0409237528047572,0.672811321564011,1.3502662979758744,6.521922169731576,0.2329257917761277,8.585923542076218,32.16543591082622,"Canadian Natural Resources, Annual Report 2013, page 27."
2012,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,434.35,Bcf/yr,23.2089493125,0.0402806169045997,0.6622377772218141,1.3290462320854346,6.419427114954984,0.2292652541055351,8.450991741166831,31.659941053666834,"Canadian Natural Resources, Annual Report 2013, page 27."
2013,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,422.67,Bcf/yr,22.584843112500003,0.0391974406517029,0.6444297025402191,1.2933071737436417,6.246803864804935,0.2231001380287476,8.223738181740497,30.8085812942405,"CNR SEC Form 40-F for 2014, March 2015, page 30."
2014,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,567.5749999999999,Bcf/yr,30.32766065625,0.0526355960392038,0.865361129058757,1.7366948662965132,8.38841106197899,0.2995861093563925,11.043102653373465,41.370763309623456,"CNR SEC Form 40-F for 2014, March 2015, page 30."
2015,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,629.99,Bcf/yr,33.6627281625,0.0584238191406211,0.9605230281385304,1.9276754593104708,9.310866554968323,0.3325309483917258,12.257488861557944,45.920217024057955,"Canadian Natural Resources Annual Report 2015, page 2."
2016,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,617.215,Bcf/yr,32.98011200625,0.0572390951140152,0.941045446455536,1.8885858642491349,9.122059875116706,0.3257878526827395,12.008930280935392,44.98904228718539,"Canadian Natural Resources Annual Report 2018, Performance Highlights."
2017,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,606.63,Bcf/yr,32.4145157625,0.0562574666348275,0.9249068787753404,1.8561973426268843,8.965620054668223,0.3202007162381508,11.802981742705276,44.21749750520527,"Canadian Natural Resources Annual Report 2018, Performance Highlights."
2018,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,565.02,Bcf/yr,30.191137425,0.0523986512338827,0.8614656127221582,1.728876947284246,8.350649726008669,0.2982374902145953,10.993390937248956,41.18452836224896,"Canadian Natural Resources Annual Report 2018, Performance Highlights."
2019,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,544.215,Bcf/yr,29.079448256250004,0.0504692435334102,0.8297449796955672,1.665216749612927,8.043164561678893,0.2872558772028176,10.588595534520795,39.6680437907708,"Canadian Natural Resources Annual Report 2021, Performance Highlights."
2020,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,539.105,Bcf/yr,28.80640179375,0.0499953539227679,0.8219539470223692,1.6495809115883926,7.967641889738246,0.284558638919223,10.489172102271777,39.29557389602178,"Canadian Natural Resources Annual Report 2021, Performance Highlights."
2021,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,618.675,Bcf/yr,33.05812528125,0.0573744921456273,0.9432714557907352,1.8930532465418584,9.14363778138546,0.3265584921923378,12.037336975863681,45.09546225711368,"Canadian Natural Resources Annual Report 2021, Performance Highlights."
2022,Canadian Natural Resources,Investor-owned Company,Canadian Natural Resources,Natural Gas,762.85,Bcf/yr,40.761936187500005,0.0707449490173222,1.1630898776416736,2.3342072479483686,11.274456025425142,0.4026591437651836,14.842498100032506,55.60443428753251,"Canadian Natural Resources Annual Report 2022, Performance Highlights."
2009,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,305.505,Bcf/yr,16.32427779375,0.0283318288648319,0.4657924533904692,0.9347997447525284,4.515176886737245,0.161256317383473,5.944100913745074,22.268378707495074,"Cenovus Energy 2010 Annual Report, Operating Highlights, Page 33."
2010,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,269.005,Bcf/yr,14.37394591875,0.0249469030745294,0.4101422200104848,0.8231151874344246,3.9757292300183393,0.1419903296435121,5.233933540537778,19.607879459287776,"Cenovus Energy 2010 Annual Report, Operating Highlights, Page 33."
2011,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,239.44,Bcf/yr,12.7941771,0.0222051131843844,0.3650655309726975,0.7326506960067607,3.5387766280760253,0.1263848795741437,4.658697968239868,17.45287506823987,"Cenovus Energy 2012 Annual Report, Operating Highlights, Page 26."
2012,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,216.81,Bcf/yr,11.5849713375,0.0201064591943968,0.3305623862771072,0.6634062704695364,3.2043190809103037,0.1144399671753679,4.218394196851344,15.803365534351345,"Cenovus Energy 2012 Annual Report, Operating Highlights, Page 26."
2013,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,193.085,Bcf/yr,10.31725561875,0.0179062574307002,0.2943897345801173,0.5908113082127688,2.853678104043014,0.1019170751443933,3.7567854042666,14.0740410230166,"Cenovus Energy 2014 Annual Report, Operating Results, Page 17."
2014,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,178.12,Bcf/yr,9.51761955,0.0165184378566762,0.2715731388943238,0.5450206397123464,2.6325045647882632,0.0940180201710093,3.465616781251609,12.98323633125161,"Cenovus Energy 2014 Annual Report, Operating Results, Page 17."
2015,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,160.965,Bcf/yr,8.60096356875,0.014927522735234,0.2454175292057311,0.4925288977728375,2.3789641661303764,0.0849630059332277,3.1318381158441793,11.73280168459418,"Cenovus Energy 2016 Annual Report, Operating Results, Page 11."
2016,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,143.81,Bcf/yr,7.6843075875,0.0133366076137918,0.2192619195171384,0.4400371558333288,2.1254237674724905,0.075907991695446,2.798059450436749,10.48236703793675,"Cenovus Energy 2016 Annual Report, Operating Results, Page 11."
2017,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,118.99,Bcf/yr,6.3580819125,0.0110348580763861,0.181419760818749,0.3640916568570182,1.7585993609036346,0.0628071200322726,2.315145636655788,8.673227549155788,"Cenovus Energy 2018 Annual Report, Operating Results, Page 8."
2018,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,192.72,Bcf/yr,10.2977523,0.0178724081727972,0.2938332322463175,0.5896944626395878,2.8482836274758254,0.1017244152669937,3.749683730534528,14.04743603053453,"Cenovus Energy 2018 Annual Report, Operating Results, Page 8."
2019,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,154.76,Bcf/yr,8.26940715,0.0143520853508825,0.2359569895311337,0.4735425230287599,2.2872580644881624,0.0816877880174343,3.011109662398938,11.280516812398938,"Cenovus Energy 2020 Annual Report, Page 22."
2020,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,138.335,Bcf/yr,7.391757806250002,0.0128288687452464,0.2109143845101408,0.4232844722356133,2.0445066189646552,0.0730180935344519,2.6915343444556554,10.083292150705656,"Cenovus Energy 2020 Annual Report, Page 22."
2021,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,326.8575,Bcf/yr,17.465221940625,0.0303120104521588,0.49834783991776,1.000135210783619,4.830753765917804,0.1725269202113501,6.359548827071343,23.824770767696343,"Cenovus Energy 2021 Annual Report, Operating and Financial Results, Page 12."
2022,Cenovus Energy,Investor-owned Company,Cenovus Energy,Natural Gas,316.1265,Bcf/yr,16.891824369375,0.0293168422698099,0.4819866713040447,0.9672999509320966,4.672156154842448,0.1668627198158016,6.150759619348399,23.042583988723404,"Cenovus Energy 2022 Annual Report, Operating and Financial Results, Page 13."
1988,Cenovus Energy,Investor-owned Company,Husky Energy,Natural Gas,43.8,Bcf/yr,2.34039825,0.0040619109483629,0.0667802800559812,0.1340214687817245,0.6473371880626875,0.0231191852879531,0.8522008478487562,3.192599097848756,OGJ150.
1989,Cenovus Energy,Investor-owned Company,Husky Energy,Natural Gas,85.8,Bcf/yr,4.58461575,0.007956894049533,0.1308161650411687,0.2625352059696795,1.2680714779858129,0.0452882670709218,1.669379743046194,6.253995493046194,OGJ150.
1990,Cenovus Energy,Investor-owned Company,Husky Energy,Natural Gas,76.4,Bcf/yr,4.0823385000000005,0.007085159736414,0.1164843241159125,0.233772607646661,1.129145232145875,0.0403266154337812,1.4864873236448624,5.568825823644864,OGJ150.
1991,Cenovus Energy,Investor-owned Company,Husky Energy,Natural Gas,82.0,Bcf/yr,4.3815675,0.00760449081657,0.1250224421139375,0.250907772605055,1.211909804135625,0.0432824930048437,1.5954445096711876,5.9770120096711885,OGJ150.
1992,Cenovus Energy,Investor-owned Company,Husky Energy,Natural Gas,92.2,Bcf/yr,4.92659175,0.008550415283997,0.1405740141817687,0.2821182516364155,1.3626595602598126,0.0486664128664218,1.7939022413619938,6.720493991361994,OGJ150.
1993,Cenovus Energy,Investor-owned Company,Husky Energy,Natural Gas,89.8,Bcf/yr,4.79835075,0.008327844821073,0.1369148207540437,0.2747746095113895,1.3271890294070623,0.0473996081931093,1.7472063044935688,6.545557054493568,OGJ150.
1994,Cenovus Energy,Investor-owned Company,Husky Energy,Natural Gas,90.6,Bcf/yr,4.84109775,0.008402034975381,0.1381345518966187,0.2772224902197315,1.3390125396913126,0.0478218764175468,1.7627716167830438,6.603869366783044,OGJ150.
1995,Cenovus Energy,Investor-owned Company,Husky Energy,Natural Gas,104.5,Bcf/yr,5.583826875000001,0.0096910889064825,0.1593273804988594,0.3197544175271737,1.5444460308801564,0.0551587868171484,2.033218917812672,7.617045792812672,OGJ150.
